uid,body,title,url,Newspaper_uid,host,n_tokens_title,n_tokens_body
288ad2b1465003f79e9da5be80146387,"  La Selección Mexicana está a un paso de la final del Mundial Sub 17 y para conseguir el boleto tendrá que vencer en semifinales a su similar de Holanda. El conjunto azteca inició el certamen con pobres resultados, avanzaron como los mejores terceros lugares ya que solamente sumó cuatro unidades. Sin embargo, en la segunda fase del torneo mostraron su mejor futbol. Dejaron en el camino a selecciones como Japón y Corea del Sur.  También te puede interesar: ""Fecha FIFA, dónde y cuándo ver los mejores partidos""  Ahora Holanda será la prueba perfecta para demostrar si son serios candidatos al título y seguir siendo considerados como una potencia en la categoría. Los europeos serán un rival muy complicado para México, ya que en sus últimos tres partidos han marcado once goles y solo han permitido dos anotaciones.        ",Así se vivió el México vs Holanda en el Mundial Sub 17,http://www.eluniversal.com.mx/universal-deportes/futbol/mexico-vs-holanda-mundial-sub-17-donde-y-cuando-ver,eluniversal,www.eluniversal.com.mx,7,76
66f11896304a6419a2a4b1bbb44edd89,"  Saltillo, Coahuila.- Por presuntamente acosar sexualmente y amenazar a dos alumnas con reprobarlas, (una de ellas menor de edad), para que le mandaran fotos donde aparecieran desnudas y quererlas obligar a tener relaciones íntimas con él, un profesor de contabilidad de una preparatoria ingresó a prisión por orden de una Juez de Control.  Ernesto, de 66 años de edad, maestro del Centro de Bachillerato Tecnológico Industrial y de Servicios (CBTIS 97), les mandó también media docena de videos masturbándose.  Les “Presumía” además tener nexos con una banda del Narcotráfico, les advertía que si no le hacían caso, las mandaría asesinar, quien fue aprehendido en la víspera por elementos de la Agencia de Investigación Criminal de la Fiscalía General del Estado (FGE).  Este jueves, luego de decretar la detención legal del docente la juez, Lilia Verónica, le imputó cargos por los delitos de acoso y abuso sexual, y ordenó aplicarle prisión preventiva oficiosa como medida cautelar.  Durante la Audiencia Inicial, del Juicio Oral, efectuada en una de las salas del Centro de Justicia Penal, el MP leyó la carpeta de investigación donde la denunciante dio a conocer del hostigamiento que sufrió junto con una amiga y compañera de su salón.  Refirió que en mensajes, que el catedrático les enviaba por WhatsApp, les exigía que le pasaran fotos sin nada de ropa y que tuvieran intimidad con él. Hasta las amagó con mandarlas matar con sus amigos “narcos” si no accedían a sus pretensiones y hasta les pasaba videos donde aparecía masturbándose.  En principio el sujeto solo fue acusado de Abuso Sexual, pero el Ministerio Público (MP) de la FGE mostró pruebas contundentes y logró que le imputaran también el ilícito de Abuso Sexual Agravado.      ACOSO POR WHATSAPP    La audiencia duró casi hora y media y el Fiscal del Estado resaltó que la jovencita afectada aseguró que los hechos empezaron hace tiempo.  Ocurrieron del 3 de julio al 10 de septiembre, cuando ella era menor de edad porque tenía 17 años y exhibió pruebas, además de los mensajes del celular los videos “pornos” de Ernesto.  La víctima se puso de acuerdo con dos amigas y compañeras para demostrar los abusos del acosador, quienes son testigos del hostigamiento.  Relató que el lunes 11 de noviembre pasado el maestro trató de propasarse cuando les aplicaba un examen, y le hizo tocamientos por eso decidió denunciarlo penalmente.  En cuestión de horas el mentor fue arrestado por la policía y ya está en la cárcel mientras se determina su situación jurídica.  Las autoridades esperan que si hay más chicas afectadas presenten las denuncias ante el MP para proceder en consecuencia.  El abogado defensor del imputado solicitó la duplicidad del término constitucional, para que se lleve a cabo la audiencia (de Vinculación a Proceso) y la juez determinó que esta será el martes19 de noviembre.  vare  ",Maestro de prepa va a prisión por presuntamente acosar a sus alumnas en Coahuila,http://www.eluniversal.com.mx/estados/maestro-de-prepa-va-prision-por-presuntamente-acosar-sus-alumnas-en-coahuila,eluniversal,www.eluniversal.com.mx,8,239
eb51d23017919bad9bfdc8a0987c0475,"TEMIXCO.– El cadáver de Gerardo, joven de 16 años que fue ejecutado y embolsado en Temixco luego de un levantón, fue identificado y reclamado por una niña de 14 años que se identificó como su esposa.  La menor de edad, quien estuvo buscando a su marido desde el lunes tras ser privado de su libertad por sujetos armados, acudió a las instalaciones de la Fiscalía para tratar de reconocer el cuerpo, pero por no tener edad legal, se le pidió que fuera acompañada de un adulto.  MALOS PASOS  Gracias a las declaraciones de la esposa, se supo que la muerte de Gerardo, apuntan a que el muchacho trabajaba para narcomenudistas.  En el anfiteatro de Acatlipa, en Temixco, se constató que el cuerpo pertenecía a Gerardo, y quien, según la declaración de su esposa, hace tan solo algunas semanas había comenzado a vender droga, con la finalidad de tener un ingreso para poder comprar alimentos.  Desde el mismo miércoles por la noche, el cuerpo les fue entregado a los familiares, para que le dieran cristiana sepultura en el municipio de Miacatlán.     ",nina de 14 anos reconoce el cadaver de su esposo narcomenudista fue ejecutado en morelos,https://www.elgrafico.mx/la-roja/nina-de-14-anos-reconoce-el-cadaver-de-su-esposo-narcomenudista-fue-ejecutado-en-morelos,eluniversal,www.elgrafico.mx,8,84
a85974abd5b343706af3acc28cb3d13f,"    Madera, Chihuahua.- La disputa entre los grupos armados al servicio de los cárteles de Juárez y de Sinaloa han provocado, desde hace un año, el desplazamiento de familias completas de las comunidades de Nicolás Bravo y Las Varas, en el municipio de Madera. Esas dos localidades, ubicadas al oriente de Chihuahua, hoy son dos pueblos fantasma y se han transformado en trincheras de grupos criminales.    Don Abisail Bojórquez Solano, habitante de la comunidad de Nicolás Bravo, narra a EL UNIVERSAL que la violencia generada por los grupos antagónicos del crimen organizado provocó que las familias abandonaran sus casas. A unos metros, la comandancia seccional de la policía está en ruinas, fue tomada por Gente Nueva, brazo armado al servicio del Cártel de Sinaloa.    El señor, de avanzada edad, relata que tras la irrupción de ese grupo criminal a su pueblo, los habitantes fueron expulsados. “A unos los corren, a otros lo levantan y a otros les queman las casas y les dicen ‘te vas’, y al que no quiere lo suben y lo desaparecen”, explicó.    Don Abisail está solo en una banca de la plaza principal de Nicolás Bravo. Levanta la mirada y suelta: “Vean ustedes las calles, las que cruzan, y verán que no hay gente”.    Incluso, señala que el presidente del seccional y Pablo Granados, del Consejo de Administración de este pueblo, tuvieron que huir, amenazados por el crimen organizado. Aquí no hay policía municipal, y los estatales hacen vigilancia aleatoria.   Más noticias de violencia aquí       A pregunta expresa, expone cómo es que se mueven los civiles armados: “Andan vestidos de sardos, de militares, pero no son militares; según la gente, son sicarios”.    Don Abisail describe que los criminales se pasean por las calles en sus camionetas y traen armas largas, como las de un militar.    Recuerda que no hace mucho la banda delincuencial comandada por Francisco Arvizu Márquez, El Jaguar, asesinó al encargado de la seguridad de esa localidad.    Cuenta que el crimen fue promovido por el grupo armado para atemorizar a los pocos pobladores que aún quedan en Nicolás Bravo, quienes, dice, viven con mucho miedo.    “La mera verdad sí [tenemos miedo]. Antes de oscurecer ya están todos en las casas, a las seis, siete de la tarde”, expresa.    Reitera que debido a los enfrentamientos entre grupos rivales y al sometimiento de éstos, “familias completas, muchas se han salido para no ver tanta delincuencia, diríamos nosotros, tanta fregadera, tanto crimen”.   Sentado en la plaza principal de Nicolás Bravo, don Abisail reconoce que la gente vive con miedo ante el clima de inseguridad, por eso las calles están solas, afirma.       Para este habitante, la situación de violencia e inseguridad que han sembrado los cárteles por la disputa del territorio, ya no tiene solución y no cree que regrese la paz.    En esa misma situación se encuentran los habitantes de Las Varas, donde todavía están las huellas del ataque al cuartel de la Policía Estatal y un enfrentamiento de cerca de 10 horas entre sicarios de El Jaguar y del grupo criminal La Línea.    El ataque a la comandancia policial fue el 24 de junio de 2018 y dejó un saldo de dos elementos asesinados a tiros, una patrulla calcinada y las instalaciones destruidas.    A unos cuantos metros de la comandancia, los pobladores recuerdan ese atentado como si hubiera sido ayer. Una mujer que pidió no revelar su identidad, narró que su familia sufrió los minutos más infernales, ya que su vida y la de sus pequeños se iba a acabar en cualquier instante.    “Ay, no, mucho miedo. Yo estaba cortando el cabello y empezamos a escuchar un helicóptero que rondaba el pueblo y al rato se oyeron unos disparos, pero no pensamos que fuera a ser tanto”.    Y agregó: “Al rato se vino con más intensidad; empezó bien feo, se escuchaba bien fuerte y los niños bien asustados. Nunca se nos va a olvidar ese 24 de junio”.    Narró que al escuchar los disparos, se ocultaron debajo de la cama y empezaron a rezar. Después de ese episodio de violencia que duró más de 30 minutos, las cosas no volvieron a ser iguales para ella y sus seres queridos.    “Es muy triste, porque nos afectó mucho a todo el pueblo. Los niños estaban muy asustados, no podían oír ningún ruido porque se tiraban al piso”, dijo.    Un kilómetro más adelante, hacia El Maderal, días después, se enfrentaron por casi 10 horas los grupos antagónicos de La Línea y Gente Nueva que arrojó un saldo de 20 presuntos sicarios muertos de ambos bandos.    Las evidencias recabadas en las investigaciones arrojaron que los grupos criminales utilizaron fusiles de asalto, granadas de fragmentación y Barrett calibre .50.    Ese hecho originó que aumentara el pánico entre los habitantes, que varias familias más dejaran sus hogares y huyeran. “Ya nunca estamos tranquilos, nunca hay paz, siempre vivimos con miedo, nunca se quita el miedo. Es algo que te queda yo creo”, sostuvo la habitante de ese lugar, ahora fantasma.       ","Así son los pueblos fantasma, el saldo que dejó el narco",http://www.eluniversal.com.mx/estados/asi-son-los-pueblos-fantasma-el-saldo-que-dejo-el-narco,eluniversal,www.eluniversal.com.mx,6,416
c747152e5e5f4e3366d0971eef9a9daa,"  El pago de aguinaldo o compensación de fin de año a los trabajadores del ISSSTE se realizará mañana 15 de noviembre, con el propósito de que puedan tener las mismas oportunidades de compra que los demás servidores públicos del Gobierno de México durante El Buen Fin, informó el Instituto.  El director general del Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado, Luis Antonio Ramírez Pineda, aseguró que queda sin efecto la circular en la que se especificaba que el pago de esta garantía sería el 9 y 10 de diciembre.   A través de un comunicado, el ISSTE señaló que esta decisión es en apego a la política del Presidente de México, Andrés Manuel López Obrador, y por sensibilidad a necesidades de los trabajadores.  También lee: El Mal Fin para trabajadores del ISSSTE  Ramírez Pineda expresó que en este tema es necesario apegarse a la norma, pero también ser sensible de las necesidades de los trabajadores del ISSSTE y sus familias.   Dijo que giró la instrucción para que el área administrativa del ISSSTE redoble esfuerzos y cumpla con el compromiso que se tiene con los servidores públicos, para que inicie el pago de esta garantía laboral.   Así, queda sin efecto la circular que señalaba que el pago de la primera mitad del aguinaldo se realizaría los días 9 y 10 de diciembre, para realizarse antes de que comience El Buen Fin.       Profeco pide hacer consumo razonado durante El Buen Fin    Ricardo Sheffield Padilla, titular de la Procuraduría Federal del Consumidor (Profeco), pidió a la población a que durante El Buen Fin hagan compras razonadas y sólo lo que se pueda pagar.  “Hagamos un consumo razonado. ¿Cuál es el consumo razonado? Compro lo que necesito y compro lo que puedo pagar, muy importante en El Buen Fin, que compre lo que necesito y que compre lo que pueda pagar. Ese es un consumo razonado”.  Durante este fin de semana, Profeco desplegará un operativo especial de vigilancia y atención al consumidor, con 300 servidores que estarán en puntos comerciales del país, en 147 módulos de atención, a fin de resolver controversias en el menor tiempo posible.  Además, participarán 323 brigadas con dos funcionarios de la dependencia que caminarán por las principales zonas comerciales del territorio nacional.     ",ISSSTE pagará aguinaldo a trabajadores el 15 de noviembre para El Buen Fin,http://www.eluniversal.com.mx/nacion/issste-pagara-aguinaldo-trabajadores-el-15-de-noviembre-para-el-buen-fin,eluniversal,www.eluniversal.com.mx,7,188
4706358dfafceb6bcbd7b780b3bd27a6,"    Canciller Ebrard: En primer lugar y antes que empiecen mis reclamos, le diré que como mexicano soy un simpatizante absoluto de otorgar asilo político a los líderes extranjeros que han sido perseguidos por haber luchado por la libertad y la democracia en sus países.    Para mí, estos héroes serán siempre bienvenidos a mi país. Pero en el caso de nuestro nuevo y distinguido dictador invitado Evo Morales no estoy seguro.    Le explico el porqué: porque para mí y para muchos latinoamericanos más Evo Morales es un dictador que hizo trampas en esta última elección, cuando quiso ampliar su periodo de presidente otros cinco años más. Estamos convencidos de eso.    Trampas muy parecidas a la que los senadores de Morena hicieron en la votación de hace siete días para escoger a la nueva presidenta de la Comisión Nacional de Derechos Humanos, la señora Rosario Piedra.    Y hablando de mentiras, permítame recordarle algunas mentiras de los dos:    En primer lugar, la mentira más burda e infantil que dijo, fue cuando reconoció el triunfo legítimo de su “amigo” el dictador, tal y como lo reconocieron Cuba, Nicaragua y Venezuela”.    Otra mentira que dijo, fue que Evo había sido víctima de un golpe de Estado. No me haga reír. Una cosa es un golpe de Estado y otra cosa es correrlo de su país por hartazgo de su pueblo.    ¿A poco no se dio cuenta de las marchas de protesta que realizaron más de 2 y medio millones de bolivianos?    Otra: No me diga que ya se le olvidó que cuando Evo perdió el juicio legal en el que ya no podía volver a postularse, Evo le ORDENÓ a los ministros de la Suprema Corte que LEGITIMARAN su decreto en el cual podía volver a contender a la presidencia porque ese era un derecho de cualquier ciudadano boliviano.    Entonces canciller Ebrard, dígame una cosa: ¿Están cobijando a un DICTADOR TRAMPOSO con 13 años en el poder? Sí o no. Ustedes los morenistas ¿piensan hacer lo mismo? Sí o no.    ¡Por supuesto que lo están! Pero en fin, ya para qué discutir. Evo ya llegó y que Dios lo perdone.    ¡Ah! ¡Se me olvidaba! Por favor dígale a Evo que no mienta diciendo que nuestro presidente le salvó la vida trayéndolo a México. Porque tampoco es cierto. Porque si el ejército se lo hubiera querido echar, se lo hubiera echado en un dos por tres.    Sr. Ebrard: La verdad, usted me tiene muy confuso: No estoy entendiendo su forma de actuar. Me acuerdo que cuando fue Jefe de Gobierno, NUNCA habló como un socialista demagogo como ahora lo está haciendo. No sé qué le pasó. No sé si es bipolar o hipócrita.    No sé si de verdad cree lo que dice o lo que dice es para hacerle la barba al presidente para que no lo descarte como posible precandidato a la Presidencia de nuestro país. Pero lo que sí sé, es que nuestra política exterior es un verdadero desastre. Somos “gatos” de los gringos. Usted tiembla de miedo cuando su jefe Donald Trump le marca a nuestro presidente.    Se alía con los países MENOS DEMÓCRATAS Y MÁS SOCIALISTAS en nuestro continente en lugar de aliarse con los más demócratas. Felicita a Evo en una elección ABSOLUTAMENTE FRAUDULENTA.    Le reclaman a España y se pelean a lo idiota con ese maravilloso país hermano. Y para el colmo… tratan a Evo como un héroe. Con su discurso, me queda claro una sola cosa: Que en menos de 15 meses seremos socialistas. Que en menos de 15 meses dejaremos de ser demócratas. Que en menos de 15 meses se apoderarán de la Suprema Corte de Justicia y del Instituto Nacional Electoral para controlar los tres poderes de la Unión. Que en más de 15 meses por primera vez en este sexenio chairos y fifís estaremos de acuerdo.    Así es, en más de 15 meses, chairos y fifís estaremos lamentando el por qué elegimos a López Obrador.    Pobre México.    Y a la Sra. Sheinbaum: Después de leer la última encuesta de Investigaciones Digitales, ya entendí por qué está usted evaluada con 39.1% de aprobación.    [email protected]  ",Carta dirigida a Marcelo Ebrard (Adiós democracia. Ahora ya somos socialistas),https://www.eluniversal.com.mx/opinion/carlos-alazraki/carta-dirigida-marcelo-ebrard-adios-democracia-ahora-ya-somos-socialistas,eluniversal,www.eluniversal.com.mx,8,312
148688861ace47e1d8509bcb2d7b8a8c,"  Lorenzo Lazo, viudo de la actriz Edith González, compartió en su cuenta de Instagram un video en el que se muestra la ofrenda dedicada a la fallecida actriz y a Concha de la Mora, quien también fuera su esposa.   ""Ofrenda y altar de muertos familia Lazo. Dedicado a Edith González de Lazo y Concha de la Mora de Lazo"", escribió junto al video en el que se observa un hermoso altar decorado con flores de cempasúchil, papel picado y todos los elementos que no pueden faltar para honrar a los difuntos en el Día de Muertos.  En la ofrenda, resalta una fotografía de Edith González sonriendo; hace unos días, Lazo posteó una instantánea de la actriz y escribió: ""Siempre hay razón de sonreírle a la vida"".Foto de Edith González en la ofrenda                                           Ver esta publicación en Instagram                                                                   Siempre hay razón de sonreírle a la #vida.    Una publicación compartida de  LazoMargain Lorenzo (@lazomargain) el 13 Oct, 2019 a las 11:30 PDT        Edith González falleció a los 54 años, el 13 de junio pasado tras luchar contra el cáncer; la noticia de su repentina muerta sorprendió al mundo del espectáculo.  Lee también: Fallece la actriz Edith González                                         Ver esta publicación en Instagram                                                                   Dedicado a Edith González de Lazo y Concha de la Mora de Lazo    Una publicación compartida de  LazoMargain Lorenzo (@lazomargain) el 1 Nov, 2019 a las 9:32 PDT          rad   ",Viudo de Edith González la honra con emotiva ofrenda ,https://www.eluniversal.com.mx/espectaculos/farandula/viudo-de-edith-gonzalez-la-honra-con-emotiva-ofrenda,eluniversal,www.eluniversal.com.mx,6,120
1e1f026501067f2972e0ddfa2a622b01,"  La Selección Mexicana vivía su momento más complicado en el en el Mundial Sub-17 de Brasil, y  encontró en su portero al héroe que le dio vida.   Eduardo García Mendoza, arquero de las Chivas, se puso la capa ante una Holanda que constantemente agobió el marco tricolor durante los 90 minutos de la semifinal, aunque el momento en el que realmente se erigió como figura llegó con la tanda de penaltis.     También puedes leer: ""México, a la final del Mundial Sub 17; va por su tercer campeonato""    El 1-1 en el marcador orilló a lo que muchos consideran un volado, pero no lo fue. El cancerbero del Rebaño Sub-17 atajó tres tiros desde los 11 pasos, provenientes de la máquina de futbol total.   García, nacido en Guadalajara el 11 de julio del 2002, llegó al duelo ante los Tulipanes habiendo concedido sólo dos goles en el certamen, ambos contra Italia. En los cuatro encuentros restantes, dejó su meta en cero.   Para quien no lo conoce, podría tratarse de una novedad, pero el joven guardameta se ha caracterizado por defender su portería con tal fiereza que, con algo de ayuda de sus compañeros, la victoria es casi una garantía.     Te puede interesar: ""Efraín Álvarez, el jugador que hizo sufrir a México ante Holanda""    Durante el Apertura 2019, disputó ocho juegos con las Chivas Sub-20, de los cuales, seis terminaron en triunfo, por un empate y un descalabro.   En la final de la Copa del Mundo con límite de edad que se celebra en estos momentos, el portero llegará como el máximo responsable de que el combinado mexicano esté en esa instancia y, ya de una vez, podría llamar la atención de Luis Fernando Tena, máxime con el poco convencimiento que la afición rojiblanca ha mostrado en torno a Antonio Rodríguez y Raúl Gudiño. Este último disputó una final de Mundial Sub-17, tal como García Mendoza lo hará este domingo.  ","Eduardo García, el héroe de México en la semifinal del Mundial Sub 17",http://www.eluniversal.com.mx/universal-deportes/futbol/eduardo-garcia-el-heroe-de-mexico-en-la-semifinal-del-mundial-sub-17,eluniversal,www.eluniversal.com.mx,7,153
995b078cd52dbf2fbec11fe8f2616454,"Del centenario árbol sembrado en el patio de su vivienda,  William  Velásquez arranca  un fruto verde semiesférico que no rebasa los 10 centímetro de diámetro, toma un pequeño serrucho y comienza a cortar la dura corteza, dentro está una masa  blanca de consistencia semileñosa con sabor semidulce conocido entre los zapotecas  como Bitu xiga (Morro).  El árbol de morro existe en todo Mesoamérica y el Caribe, pero  en el Istmo de Tehuantepec está en extinción, a pesar de que siempre estuvo presente en la vida diaria de los grupos étnicos que conviven en la zona como medicina, utensilio, juguete y artesanía.    Foto: Roselia Chaca    Función artesanal  En el pueblo de Congregación Almoloya, agencia del Barrio de la Soledad de  la zona norte del Istmo de Tehuantepec, vive  el artesano ecologista  William  Velásquez, quien desde su  taller promueve el uso del morro de tamaño mediano como jícara para tomar pozol, café o agua y, el pequeño, como medida para café o algún grano,  así como para degustar  mezcal, pero sobre todo como artesanía o bisutería.  William se dedicó por muchos años al servicio turístico lejos de su tierra, hasta que regresó al pueblo y se encontró con la terrible invasión del plástico, por lo que emprendió una campaña con niños para recuperar primero el río que los alimenta, para luego centrarse en el  uso de la jícara de morro y los utensilios de barro en las fiestas patronales, que con el tiempo fueron sustituidos por el unicel.  “La jícara del morro es un material fresco, tiene la virtud de que al enjuagarse se  le quita los sabores de comida y bebida, aquí no se adhieren los sabores”, explica.    Foto: Roselia Chaca  Este ecologista recuerda que hasta hace 20 años no existía una sola casa que no tuviera por lo menos dos árboles de morro sembrados en el patio, hoy es raro verlos, él mantiene sólo uno de más de 100 años, del cual obtiene dos veces al año entre 40 y 50 frutos por temporada; la primera de  octubre a noviembre, la segunda de febrero a mayo.  Este artesano ha investigado a profundidad el fruto, sus usos y propiedades,  así que de memoria se sabe los nombre científicos de las  dos variedades; crescentia alata y crescentia cujete. En la parte baja de la planicie zapoteca se conocen como: morro jícara (las grandes) y morro llano (las pequeñas de cuatro a cinco centímetros).  Desde  hace cinco años, William le encontró al morro el uso artesanal, por lo que elabora con ellas desde objetos decorativos con la iconografía de las flores tradicionales de la vestimenta femenil  zapoteca hasta lámparas labradas, que oferta a precios que van de los 20 hasta los 800 pesos tanto en ferias artesanales o en redes sociales.  Gracias a la organización Yoo Beñe, que se formó en Asunción Ixtaltepec después del sismo del 7 de septiembre del 2017 para apoyar a artesanos a reconstruir su economía, está preparando su primera exportación de  productos a la tienda de Artesanías Oaxaqueñas en McAllen, Texas, a través de la Fundación de las Culturas  Oaxaqueñas.  Como parte de una iniciativa ecológica, William empezó a reproducir la planta en su pequeño vivero para que se empiece a reforestar la zona, además promueve que por lo menos nuevamente cada familia tenga uno de estos árboles sagrados en su patio.    Proceso  Si lo que se busca es que el fruto sirva como plato de comida o para bebida se utiliza la variedad más grande,  por lo que  se espera que madure entre cinco o seis meses para que tenga una  resistencia de  hasta 100 años de durabilidad.    Foto: Roselia Chaca  Si es para uso artesanal, con tres meses en el árbol basta. Se cosecha cuando el fruto tiene un color verde mate. Después se deja sazonar dos días para que no se rompa; se parte con serruchos y se quitan las semillas, pero se le deja una protección de nueve centímetros de pulpa, luego se deposita en ollas con agua hirviendo por media hora, se extrae y se remueve la protección, la última etapa es el secado.  “Si se requiere tener un utensilio para cocina más blanco, porque después del cocido adquiere un color café claro, se utiliza ceniza y se logra el blanqueado. También tenemos un secado más rápido que no requiere cocido, pero es más para objetos artesanales; se corta, se extrae la pulpa y se deja secar al aire, el color es obscuro, pero no está curado para que se beba y se coma en ella”, explica William.  El pintado o grabado de figuras le toma a William varias horas al día debido a la práctica, pero a sus alumnos en los talleres es más lento. Al año llega a crear alrededor de 2 mil 500 piezas artesanales del morro.    Uso medicinal  En Juchitán, el fragmento de la corteza del fruto seco  es utilizado por los alfareros para darle forma a sus ollas y hasta para pulirlos, aún existen artesanos que elaboran con los frutos más pequeños un juguete rústico que se parece al trompo llamado Xiga bizunu, pero se le coloca un soporte  de madera y se le cuelgan dos piedritas para que haga ruido al girar.  La  médico tradicional Isabel Jiménez Salinas tiene identificado en todo Juchitán menos de 10 árboles de morro. Prácticamente en la zona están en peligro de extinción.         —También te interesará:      Artículo      Herbolaria, opción natural para tratar síntomas de dengue en el Istmo       Estatal      Isabel aprendió sus conocimientos herbolarios de su abuela, y con ellos ahora sabe apaciguar los síntomas de esta enfermedad                 “Antes se lograban ver en casi todas las casas, con el tiempo la gente los empezó a tirar porque no le veían un uso, cuando es un árbol sagrado para nosotros, pues es curativo su fruto, su corteza y sus hojas. En el campo también era fácil localizarlos, pero con el acaparamiento de los parques eólicos de nuestros espacios verdes también se perdieron. Ahora sólo tengo identificados como seis en todo Juchitán”.  Con sus conocimientos sobre herbolaria, esta zapoteca elabora el jarabe de morro con la variedad pequeña (morro llano)  para atacar el asma y  bronquitis.  Para lograr el jarabe realiza una mezcla de la pulpa con ocote, la salvia real, eucalipto, árnica y polvo de caparazón de armadillo, además de endulzarlo con miel de abeja y azúcar. También se puede lograr un tónico para la tos crónica.  Para los golpes se utiliza la pulpa como cataplasma y en té las hojas para tratar los golpes internos o golpes en los pulmones.    Foto: Roselia Chaca        —También te interesará:      Artículo      Iguanas, de comerlas a prevenir su extinción en Oaxaca      Especiales      Resguardan en santuario 600 ejemplares adultos y mil crías; no recibe recursos públicos y se sostiene de donaciones.                ","Morro, artesanía oaxaqueña y ecológica, en extinción",https://oaxaca.eluniversal.com.mx/sociedad/10-11-2019/morro-artesania-oaxaquena-y-ecologica-en-extincion,eluniversal,oaxaca.eluniversal.com.mx,5,569
c90a05a31968e2cee9eeeacaf29b69ea,"  El cineasta Guillermo del Toro explotó esta mañana contra una marca de cerveza que sin su autorización utilizó su imagen en una serie de latas.   El director de ""La forma del agua"" respondió a través de Twitter a una publicación en la que se indicaba que la empresa lanzaría tres latas conmemorativas a propósito de la exposición ""En Casa Con Mis Monstruos"", la cual continúa en Guadalajara.   También lee: En casa con Guillermo del Toro  En las piezas de hojalata figuran dos de las criaturas del autor y en la restante aparece un retrato del ganador del Oscar. Además cuentan con la leyenda ""Porque soy mexicano"", frase que el tapatío dijo previo a recibir el máximo galardón de la industria del cine.   ""Estas latas no cuentan con mi autorización, ni mi consulta, o mi firma para uso de mi imagen o mi nombre"", escribió en su publicación Guillermo del Toro en la cual añadió que espera las ganancias sean donadas a ""múltiples equipos infantiles de matemáticas o robótica"".        Muy mal hecho, @VictoriaMX Estas latas no cuentan con mi autorización, ni mi consulta, o mi firma para uso de mi imagen o mi nombre. Donen las ganancias a los multiples equipos infantiles de matemáticas o robótica. Ellos lo necesitan. https://t.co/BihcxSnWLs   — Guillermo del Toro (@RealGDT) November 14, 2019    El mexicano ha apoyado varias causas a través de donaciones. Uno de los casos más sonados fue cuando ayudó a estudiantes a llegar a la Olimpiada Internacional de Matemáticas.   La exposición ""En casa con mis monstruos"" continúa en el Museo de las Artes de la Universidad de Guadalajara.   nrv  ",Guillermo del Toro pelea con cerveza por usar su imagen sin autorización,http://www.eluniversal.com.mx/espectaculos/farandula/guillermo-del-toro-pelea-con-cerveza-por-usar-su-imagen-sin-autorizacion,eluniversal,www.eluniversal.com.mx,7,127
